author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score,query_class,tier,product_line,asset,hook,affil_suspect,affil_suspect_reason,export_review,export_note
Mingchuan Zhang,0000-0002-2523-1089,"Xiamen Sky Semiconductor Technology Company Ltd., Xiamen, China",industry,,Heterogeneous Integration of Diamond-on-Chip-on-Glass Interposer for Efficient Thermal Management,2024,https://doi.org/10.1109/led.2024.3351990,IEEE Electron Device Letters,middle,diamond heat spreader,2,1,16,core,T4,NONE,A2,,N,,FALSE,
Ran He,,Huawei Technologies (China),industry,CN,Heterogeneous Integration of Diamond-on-Chip-on-Glass Interposer for Efficient Thermal Management,2024,https://doi.org/10.1109/led.2024.3351990,IEEE Electron Device Letters,middle,diamond heat spreader,2,1,16,core,T4,NONE,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Shuchao Bao,,Xiamen University of Technology,academic,CN,Heterogeneous Integration of Diamond-on-Chip-on-Glass Interposer for Efficient Thermal Management,2024,https://doi.org/10.1109/led.2024.3351990,IEEE Electron Device Letters,middle,diamond heat spreader,2,0,16,core,T4,NONE,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Wenbiao Ruan,,"Xiamen Sky Semiconductor Technology Company Ltd., Xiamen, China",industry,,Heterogeneous Integration of Diamond-on-Chip-on-Glass Interposer for Efficient Thermal Management,2024,https://doi.org/10.1109/led.2024.3351990,IEEE Electron Device Letters,middle,diamond heat spreader,2,1,16,core,T4,NONE,A2,,N,,FALSE,
Yoshiki Sakaida,,Air Water (Japan),industry,JP,Interfacial Reaction Boosts Thermal Conductance of Room‐Temperature Integrated Semiconductor Interfaces Stable up to 1100 °C,2024,https://doi.org/10.1002/aelm.202400387,Advanced Electronic Materials,middle,diamond thermal conductivity substrate,2,1,16,core,T4,NONE,NONE,,N,,FALSE,
A. Lostetter,,Arkansas Power Electronics International,industry,US,Packaging of High Temperature 50 kW SiC Motor Drive Modules for Hybrid-Electric Vehicles,2026,https://doi.org/10.4071/001c.162677,IMAPSource Proceedings,middle,die attach thermal resistance,1,1,16,displacement,T4,NONE,A4,,N,,FALSE,
A. Mantooth,,University of Arkansas at Fayetteville,academic,US,Packaging of High Temperature 50 kW SiC Motor Drive Modules for Hybrid-Electric Vehicles,2026,https://doi.org/10.4071/001c.162677,IMAPSource Proceedings,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,A4,,N,,FALSE,
A. Pepato,0000-0002-7885-9654,Istituto Nazionale di Fisica Nucleare,academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
A. Salvitti,0000-0002-0195-758X,"National Agency for New Technologies, Energy and Sustainable Economic Development",academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
A. Simonetto,0000-0001-8827-8901,Institute for the Science and Technology of Plasmas,academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Aaron Hardy,0000-0001-5056-2229,Fraunhofer USA,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Aaron Vance,0000-0002-7770-5370,University of Wolverhampton,academic,GB,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Abul Arafat,0000-0003-3232-4184,University of Wolverhampton,academic,GB,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Afra Romano,,"National Agency for New Technologies, Energy and Sustainable Economic Development",academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Ahmad Baroutaji,0000-0002-4717-1216,Prince Mohammad bin Fahd University,academic,SA,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Alfredo Pagliaro,,Politecnico di Milano,academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Arun Arjunan,0000-0001-5493-0957,University of Wolverhampton,academic,GB,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Asif Khan,,University of South Carolina,academic,US,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
B. Reese,,Arkansas Power Electronics International,industry,US,Packaging of High Temperature 50 kW SiC Motor Drive Modules for Hybrid-Electric Vehicles,2026,https://doi.org/10.4071/001c.162677,IMAPSource Proceedings,middle,die attach thermal resistance,1,1,16,displacement,T4,NONE,A4,,N,,FALSE,
B. Rowden,,University of Arkansas at Fayetteville,academic,US,Packaging of High Temperature 50 kW SiC Motor Drive Modules for Hybrid-Electric Vehicles,2026,https://doi.org/10.4071/001c.162677,IMAPSource Proceedings,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,A4,,N,,FALSE,
Bin Hou,,Xidian University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Bing Dai,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,middle,diamond heat spreader,1,0,16,core,T4,polycrystalline-CVD-diamond-wafer,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Bing Wu,,Wuhan University,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Bingjun Wang,0000-0002-9682-7779,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Bo Xu,0000-0003-3867-9648,Fiberhome Technology Group (China),industry,CN,Permutation-Equivariant Graph Reinforcement Learning for Thermal-Aware Microservice Scheduling in Co-Packaged Optics Data Centers,2026,https://doi.org/10.3390/sym18071182,Symmetry,middle,co-packaged optics thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A5,,N,,TRUE,affiliation country China: human export review required before any contact
Bong Gyu Shin,0000-0002-5368-2602,Sungkyunkwan University,academic,KR,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,middle,laser diode thermal management,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Boon S. Ooi,0000-0001-9606-5578,Rensselaer Polytechnic Institute,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Byung‐Sung Kim,0000-0003-3084-6499,Samsung (South Korea),industry,KR,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,middle,laser diode thermal management,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
C.T. Walker,,Oclaro (United Kingdom),industry,GB,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,1,16,core,T4,NONE,NONE,,N,,FALSE,
Carlo Cesari,,Enel (Italy),industry,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Chameekara T. Wanniarachchi,0000-0002-9421-2551,University of Wolverhampton,academic,GB,Process driven self-organisation in laser powder bed fusion of copper coated diamond,2026,https://doi.org/10.1016/j.diamond.2026.113591,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Changsoo Kim,0000-0002-5940-5649,Sungkyunkwan University,academic,KR,"Advances and Future Challenges in Monolithic 3D Integrated Logic, Power, and Optoelectronics Technologies for Tightly Interconnected Intelligent Systems",2026,https://doi.org/10.1021/acsnano.5c15601,ACS Nano,middle,laser diode thermal management,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Chao Chen,,Hefei University of Technology,academic,CN,Laser-Assisted Mass Transfer Technology for Microlight-Emitting Diodes,2026,https://doi.org/10.1007/s41871-025-00289-2,Nanomanufacturing and Metrology,middle,laser diode thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Chao Yuan,0000-0002-1681-7694,Wuhan University,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,diamond thermal conductivity substrate,1,0,16,core,T4,GaN-on-diamond,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Chao Yuan,,Wuhan University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Chen Li,,Tongfu Microelectronics (China),industry,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Chen-Yi Dai,,Beijing Microelectronics Technology Institute,academic,CN,β-Ga2O3 diodes with ultra-high surge current enabled by Ag/AMB-AlN flip-chip packaging,2026,https://doi.org/10.1016/j.jnlest.2026.100347,Journal of Electronic Science and Technology,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Chenyu Wang,0000-0003-1250-9317,"University at Buffalo, State University of New York",academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Ching-Ping Wong,,Georgia Institute of Technology,academic,US,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Chuantong Chen,0000-0002-2365-4387,The University of Osaka,academic,JP,Study on interfacial mechanism of Ag–Si immiscible sintering for robust migration inhibition,2026,https://doi.org/10.1016/j.matdes.2026.116125,Materials & Design,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Connor S. Bailey,0000-0001-7036-5425,Northrop Grumman (United States),industry,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,1,16,core,T4,NONE,NONE,,N,,FALSE,
Daniele Busi,0000-0003-1427-8954,Politecnico di Milano,academic,IT,Challenges of the DTT ECH Launchers and Options Under Study,2026,https://doi.org/10.1109/tps.2026.3692783,IEEE Transactions on Plasma Science,middle,power module baseplate thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Dat Q. Tran,,Linköping University,academic,SE,Impact of AlN buffer thickness on electrical and thermal characteristics of AlGaN/GaN/AlN HEMTs,2026,https://doi.org/10.1063/5.0310464,Applied Physics Letters,middle,GaN HEMT thermal management,1,0,16,displacement,T4,NONE,A1,,N,,FALSE,
Deockho Kim,,Korea Electric Power Corporation (South Korea),industry,KR,Thermal-Stress-Induced Degradation Monitoring and Deep-Neural-Network-Driven Lifetime Prediction of IGBT Modules in a Two-Level SVPWM Inverter,2026,https://doi.org/10.3390/electronics15081678,Electronics,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,copper-diamond-composite,A4,,N,,FALSE,
